CODE CPV;DE Label;EN Label;ES Label;FR Label;PT Label;Short Code
42412200-9;Spille;Capstans;Cabrestantes;Cabestans;Cabrestantes;42412200
42414220-9;Rollbrücke;Traversing bridge;Puente transbordador;Portique roulant;Ponte girante;42414220
42512200-0;Klimageräte zum Einbau in Wände;Wall air-conditioning machines;Acondicionadores de aire para empotrar;Machines de climatisation de type mural;Aparelhos de ar condicionado para instalação em paredes;42512200
42611000-2;Werkzeugmaschinen für besondere Zwecke;Special-purpose machine tools;Máquinas herramienta para usos especiales;Machines-outils à usage spécifique;Máquinas-ferramentas para usos específicos;42611000
42637300-3;Werkzeugmaschinen zum Fräsen von Metall;Machine tools for milling metal;Máquinas herramienta para fresar metales;Machines-outils à fraiser les métaux;Máquinas-ferramentas para fresar metais;42637300
42673000-4;Besondere Teilvorrichtungen für Werkzeugmaschinen;Machine-tool dividing special attachments;Dispositivos divisores especiales para máquinas herramienta;Appareils diviseurs spéciaux pour machines-outils;Dispositivos divisores especiais para máquinas-ferramentas;42673000
42714000-4;Wirk- und Strickmaschinen;Knitting machines;Tricotosas;Machines à tricoter;Máquinas de tricotar;42714000
42913500-4;Luftansaugfilter;Air-intake filters;Filtros de entrada de aire;Filtres à aspiration d'air;Filtros para entrada de ar;42913500
42923230-3;Abfüllwaagen;Checkweigher scales;Básculas de control de pesos;Balances de vérification;Balanças de controlo;42923230
42940000-7;Maschinen für die Wärmebehandlung von Stoffen;Machinery for the heat treatment of materials;Maquinaria para el tratamiento térmico de materiales;Machines pour le traitement thermique de matériaux;Máquinas para tratamento térmico de materiais;42940000
42967100-3;Digitale Fernsteuerungseinheit;Digital remote-control unit;Unidad de control remoto digital;Unité de commande à distance numérique;Unidade de controlo remoto digital;42967100
42995100-8;Tunnel-Waschstraße;Tunnel washer;Túnel de lavado;Tunnel de lavage;Túnel de lavagem;42995100
42995200-9;Strandreinigungsmaschinen;Beach cleaning machines;Máquinas de limpieza de playas;Machines à nettoyer les plages;Máquinas de limpeza de praias;42995200
42996000-4;Maschinen zur Reinigung von Abwasser;Machinery for the treatment of sewage;Máquinas y aparatos para tratamiento de aguas residuales;Machines de traitement des eaux usées;Máquinas para tratamento de águas residuais;42996000
42996900-3;Schlammbehandlungsanlage;Sludge-processing equipment;Equipo para el tratamiento de lodos;Équipement de traitement des boues;Equipamento para o tratamento de lamas;42996900
43132400-1;Leitungsausrüstung;Line equipment;Oleoducto;Matériel de tubage;Equipamento para oleodutos;43132400
43260000-3;Löffelbagger, Bagger und Schaufellader sowie Bergbaumaschinen;Mechanical shovels, excavators and shovel loaders, and mining machinery;Palas mecánicas, excavadoras y palas cargadoras, y otras máquinas para la minería;Pelles mécaniques, excavateurs, chouleurs et machines de mines;Pás, escavadoras e pás carregadoras mecânicas, e máquinas para minas;43260000
43261000-0;Löffelbagger;Mechanical shovels;Palas mecánicas;Pelles mécaniques;Pás mecânicas;43261000
43312300-6;Pflastermaschinen;Paving machinery;Máquinas y aparatos para pavimentar;Machines de pavage;Máquinas para pavimentar;43312300
43611400-3;Gestängeverschraubvorrichtungen;Iron roughnecks;Sondas de hierro;Foreurs en fer;Perfuradores de ferro;43611400
43611500-4;Drehtische;Rotary tables;Mesas rotatorias;Tables rotatives;Mesas giratórias;43611500
44112120-5;Profilschnitte;Profile sections;Secciones de perfiles;Sections profilées;Secções de perfis;44112120
44114200-4;Betonerzeugnisse;Concrete products;Productos de hormigón;Produits en béton;Produtos de betão;44114200
44115810-0;Vorhangschienen und Vorhänge;Curtain rails and hangings;Rieles para cortinas y cortinajes;Rails pour rideaux et tentures;Calhas para cortinas e dispositivos de suspensão;44115810
44161600-2;Niederdruckrohrleitungen;Low-pressure pipeline;Conductos de baja presión;Conduites à basse pression;Condutas de baixa pressão;44161600
44163111-1;Abwasserleitungen;Drain pipes;Tuberías de drenaje;Tuyaux de drainage;Condutas para drenos;44163111
44191400-9;Holzfaserplatten;Fibreboard;Tableros de fibra;Panneaux de fibres;Painéis de fibras;44191400
44212391-6;Schleusenabsperrungen;Sluice gates;Compuertas de esclusa;Portes d'écluse de vidange;Comportas de corrediça;44212391
44230000-1;Material für Bauzimmermannsarbeiten;Builders' carpentry;Trabajos de carpintería para la construcción;Charpenterie pour la construction;Carpintaria de estruturas;44230000
44315320-0;Werkstoffe zum Hartlöten;Brazing materials;Materiales para soldadura fuerte;Matériaux de brasage fort;Materiais para brasagem;44315320
44422000-4;Briefkästen;Letterboxes;Buzones;Boîtes à lettres;Caixas de correio;44422000
44423300-4;Vorrichtungen zur Abfertigung von Waren;Goods-handling equipment;Equipo para manipulación de mercancías;Équipement de manutention de marchandises;Equipamento para manuseamento de mercadorias;44423300
44423900-0;Opferanoden;Sacrificial anodes;Ánodos sacrificatorios;Anodes sacrifiées;Ânodos de sacrifício;44423900
44533000-5;Verbindungselemente aus Kupfer;Copper fasteners;Elementos de sujeción de cobre;Attaches en cuivre;Fixadores de cobre;44533000
45112710-5;Landschaftsgärtnerische Bauleistungen für Grünanlagen;Landscaping work for green areas;Trabajos de paisajismo en zonas verdes;Travaux d'aménagement paysager d'espaces verts;Trabalhos de paisagismo em áreas verdes;45112710
45113000-2;Baustelleneinrichtung;Siteworks;Trabajos a pie de obra;Travaux de chantier;Obras no local;45113000
45211100-0;Bauarbeiten für Wohnhäuser;Construction work for houses;Trabajos de construcción para viviendas;Travaux de construction de maisons;Obras para construção de moradias;45211100
45211341-1;Bau von Wohnungen;Flats construction work;Trabajos de construcción de pisos;Travaux de construction d'appartements;Construção de apartamentos;45211341
45212170-8;Bau von Unterhaltungsgebäuden;Entertainment building construction work;Trabajos de construcción de edificios para actividades de recreo;Travaux de construction de bâtiments de loisirs;Construção de edifício para actividades recreativas;45212170
45212223-5;Bau von Wintersporteinrichtungen;Winter-sports facilities construction work;Trabajos de construcción de instalaciones para deportes de invierno;Travaux de construction d'installations de sports d'hiver;Construção de instalações para desportos de Inverno;45212223
45215144-8;Bau von Vorfelduntersuchungsräumen;Screening rooms construction work;Trabajos de construcción de salas de detección de enfermedades;Travaux de construction de salles de dépistage;Construção de salas de radioscopia;45215144
45215210-2;Bauarbeiten für Heime;Construction work for subsidised residential accommodation;Trabajos de construcción de centros de acogida;Travaux de construction de foyers et de structures d'accueil à caractère social;Obras de construção de centros de acolhimento;45215210
45216120-1;Bauarbeiten an Gebäuden für Not- und Rettungsdienste;Construction work for buildings relating to emergency services;Trabajos de construcción de edificios relacionados con los servicios de emergencia;Travaux de construction de bâtiments destinés aux services de secours;Obras de construção de edifícios destinados aos serviços de emergência;45216120
45216128-7;Bau von Leuchttürmen;Lighthouse construction work;Trabajos de construcción de faros;Travaux de construction de phares;Construção de farol;45216128
45221242-0;Bau von Eisenbahntunnels;Railway tunnel construction work;Trabajos de construcción de túneles de ferrocarril;Travaux de construction de tunnels ferroviaires;Construção de túnel ferroviário;45221242
45221246-8;Bau von Unterwassertunnels;Undersea tunnel construction work;Trabajos de construcción de túneles submarinos;Travaux de construction de tunnels sous-marins;Construção de túnel submarino;45221246
45223600-2;Bau von Hundezwingern;Dog kennels construction work;Trabajos de construcción de perreras;Travaux de construction de chenils;Construção de canis;45223600
45231000-5;Bauarbeiten für Rohrleitungen, Fernmelde- und Stromleitungen;Construction work for pipelines, communication and power lines;Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica;Travaux de construction de pipelines, de lignes de communications et de lignes électriques;Construção de condutas de longa distância e de linhas para comunicação e transporte de energia;45231000
45232120-9;Bewässerungsanlage;Irrigation works;Trabajos de regadío;Travaux d'irrigation;Obras relacionadas com irrigação;45232120
45232200-4;Arbeiten in Verbindung mit Starkstromleitungen;Ancillary works for electricity power lines;Obras auxiliares para líneas de conducción eléctrica;Ouvrages annexes pour lignes électriques;Obras anexas relacionadas com linhas para o transporte de electricidade;45232200
45232411-6;Bau von Schmutzwasserleitungen;Foul-water piping construction work;Trabajos de construcción de canalizaciones de aguas sucias;Travaux de construction de canalisations d'eaux usées;Construção de condutas para águas residuais;45232411
45232450-1;Bauarbeiten für Entwässerungsanlagen;Drainage construction works;Trabajos de construcción de sistemas de desagüe;Travaux de construction pour système de drainage;Obras de construção para drenagem;45232450
45233144-0;Bau von Überführungen;Overpass construction work;Trabajos de construcción de pasos elevados;Travaux de construction de passages supérieurs;Construção de passagem superior;45233144
45233210-4;Oberbauarbeiten für Fernstraßen;Surface work for highways;Trabajos de pavimentación de autopistas;Travaux de revêtement d'autoroutes;Pavimentação de vias rápidas;45233210
45233261-6;Bau von Fußgängerüberführungen;Pedestrian overpass construction work;Trabajos de construcción de pasos elevados de peatones;Travaux de construction de passages supérieurs pour piétons;Construção de passagem superior para peões;45233261
45234140-9;Bau von schienengleichen Bahnübergängen;Level crossing construction works;Trabajos de construcción de pasos a nivel;Travaux de construction des passages à niveau;Construção de passagem de nível;45234140
45235110-7;Bauarbeiten für Flugplätze;Construction work for airfields;Trabajos de construcción de aeródromos;Travaux de construction de terrains d'aviation;Construção de aeródromos;45235110
45255600-5;Rohrschlangenbohrung;Coiled-tubing wellwork;Trabajos en pozos con tubería helicoidal;Intervention au tube enroulé sur puits sous pression;Revestimento de poços com tubagem helicoidal;45255600
45261200-6;Dachdeck- und Dachanstricharbeiten;Roof-covering and roof-painting work;Trabajos de recubrimiento y pintura de cubiertas;Travaux de couverture et de peinture de toiture;Cobertura e pintura de telhados;45261200
45262321-7;Estricharbeiten (Fußboden);Floor-screed works;Trabajos de enrasado de suelos;Travaux de chape;Obras de alisamento de solos;45262321
45262500-6;Maurerarbeiten;Masonry and bricklaying work;Trabajos de mampostería y albañilería;Travaux de maçonnerie et de briquetage;Obras de alvenaria e assentamento de tijolos;45262500
45262700-8;Umbau von Gebäuden;Building alteration work;Trabajos de transformación de edificios;Travaux de transformation de bâtiments;Obras de transformação de edifícios;45262700
45316100-6;Installation von Beleuchtungsanlagen im Freien;Installation of outdoor illumination equipment;Instalación de equipo de alumbrado exterior;Installation d'appareils d'éclairage extérieur;Instalação de equipamento de iluminação exterior;45316100
45316110-9;Installation von Straßenbeleuchtungsanlagen;Installation of road lighting equipment;Instalación de equipo de alumbrado para carreteras;Installation de matériel d'éclairage public;Instalação de dispositivos para iluminação de estradas;45316110
45331211-8;Installation von lufttechnischen Anlagen in Außenanlagen;Outdoor ventilation installation work;Trabajos de instalación de ventilación para intemperie;Travaux d'installation de ventilation extérieure;Instalação de ventilação exterior;45331211
45332300-6;Verlegen von Abwasserleitungen;Drain-laying work;Trabajos de tendido de cañerías de desagüe;Travaux de pose de conduits d'évacuation;Instalação de drenos;45332300
45332400-7;Installation von Sanitäreinrichtungen;Sanitary fixture installation work;Trabajos de instalación de artículos sanitarios;Travaux d'installation d'appareils sanitaires;Instalação de artigos sanitários;45332400
45421145-2;Rollladenarbeiten;Installation work of roller blinds;Trabajos de instalación de persianas enrollables;Travaux d'installation de volets roulants;Instalação de estores de enrolar;45421145
45431100-8;Verlegen von Bodenfliesen;Floor-tiling work;Trabajos de alicatado de suelos;Carrelage de sols;Colocação de ladrilhos em solos;45431100
48214000-1;Netzbetriebssystemsoftwarepaket;Network operating system software package;Paquetes de software de sistemas operativos en red;Logiciels de système d'exploitation de réseau;Pacote de software para sistemas operativos em rede;48214000
48311100-2;Dokumentenverwaltungssystem;Document management system;Sistema de gestión de documentos;Système de gestion de documents;Sistema de gestão de documentos;48311100
